Date,Open,High,Low,Close,Volume
2020-11-04,1622.29,1641.78,1590.72,1640.94,32893579
2020-11-05,1654.61,1678.4,1649.07,1670.43,29239154
2020-11-06,1665.72,1702.98,1654.6,1697.49,29419624
2020-11-09,1707.52,1788.27,1697.78,1765.71,59970055
2020-11-10,1768.9,1794.79,1741.62,1779.34,55221876
2020-11-12,1777.24,1791.08,1761.91,1771.49,52043843
2020-11-13,1768.19,1768.51,1743.81,1749.41,25817243
2020-11-16,1764.1,1799.36,1764.1,1799.02,46540695
2020-11-17,1797.57,1801.73,1775.91,1793.56,38779648
2020-11-18,1792.17,1812.8,1787.08,1810.43,31034452
2020-11-19,1803.49,1806.98,1782.02,1789.79,25264725
2020-11-20,1788.48,1821.3,1780.11,1820.85,24018420
2020-11-23,1835.53,1860.73,1823.32,1832.04,26237893
2020-11-24,1841.11,1861.39,1831.12,1859.42,26738682
2020-11-25,1866.15,1866.15,1840.63,1860.15,28023478
2020-11-26,1865.67,1873.96,1844.11,1849.57,17687253
2020-11-27,1846.73,1853.78,1834.69,1852.69,20434292
2020-11-30,1845.96,1851.37,1817.83,1830.04,70547131
2020-12-01,1844.33,1871.17,1844.33,1853.38,26822976
2020-12-02,1855.33,1899.37,1845.44,1897.97,27335738
2020-12-03,1900.94,1903.32,1880.22,1890.11,29798820
2020-12-04,1894.4,1952.28,1894.35,1947.68,28408098
2020-12-07,1949.61,1965.92,1926.87,1958.53,32118759
2020-12-08,1941.14,1970.27,1933.68,1970.27,33485126
2020-12-09,1976.65,2023.91,1976.65,1994.12,57962389
2020-12-10,1995.63,2008.96,1975.26,1984,40469559
2020-12-11,1985.51,1992.09,1927.53,1950.85,38524912
2020-12-14,1956.48,1961.77,1916.03,1939.07,34170734
2020-12-15,1938.79,1963.56,1933.23,1955.69,27794678
2020-12-16,1963.84,1996.4,1963.84,1985.26,34099333
2020-12-17,1997.91,2014.44,1949.99,1975.76,43583349
2020-12-18,1981.62,1983.94,1947.14,1952.54,61279348
2020-12-21,1929.14,1935.22,1851.23,1888.8,39620662
2020-12-22,1896.48,1931.66,1896.29,1928.4,19823032
2020-12-23,1934.03,1958.16,1927.07,1955.84,18891251
2020-12-28,1969.45,2005.62,1969.45,2004.41,24154610
2020-12-29,2015.02,2033.03,2002.58,2016.01,19087767
2020-12-30,2019.48,2019.48,1982.15,1983.98,24178229
2021-01-04,1994.28,2020.04,1991.46,2008.75,29391914
2021-01-05,2004.64,2031.72,1994.13,2009.12,29859492
2021-01-07,2040.48,2074.11,2028.43,2074.11,38310140
2021-01-08,2080.5,2095.67,2060.2,2072.74,42476821
2021-01-11,2067.33,2100.33,2043.05,2066.97,30637504
2021-01-12,2073.81,2086.11,2026.96,2043.73,25292386
2021-01-13,2050.24,2058.87,2009.42,2023.36,38715146
2021-01-14,2023.83,2037.57,2019.66,2031.71,25101624
2021-01-15,2026.35,2031.08,1969.41,1985.68,31251321
2021-01-18,1985.59,2023.74,1970.06,2023.74,32644709
2021-01-19,2034.26,2047.11,1980.12,1980.12,32703284
2021-01-20,1983.49,1998.43,1960.82,1986.09,26554080
2021-01-21,1997.58,2007.64,1948.97,1953.49,25603661
2021-01-22,1945.01,1965.14,1934.61,1952.67,21137609
2021-01-25,1961.37,1966.76,1927.45,1945.78,22893278
2021-01-26,1936.78,1988.24,1932.69,1981.98,28113053
2021-01-27,1981.07,1998.12,1916.09,1929.21,40978113
2021-01-28,1913.71,1992.75,1885.24,1987.83,37513695
2021-01-29,1965.76,1985.52,1938.85,1948.01,37304929
2021-02-01,1960.96,1975.94,1945.82,1967.72,23103200
2021-02-02,1973.17,1981.43,1942.6,1954.02,24581125
2021-02-03,1961.77,1973.74,1934.98,1940.69,24774710
2021-02-04,1945.6,1961.12,1924.95,1927.02,20882741
2021-02-05,1937.72,1971.28,1934.96,1957.73,19158536
2021-02-08,1970.16,1975.67,1948.48,1952.1,21296631
2021-02-09,1954.67,1958.14,1935.49,1941.6,18996916
2021-02-10,1947.63,1954.36,1910.15,1917.54,18762570
2021-02-11,1922.62,1961.69,1922.62,1954.92,19738332
2021-02-12,1951.43,1953.69,1919.72,1937.07,15010320
2021-02-15,1946.97,1980.77,1946.97,1974.82,16077432
2021-02-16,1977.89,2022.16,1976.58,2004.54,32788225
2021-02-17,2005.98,2008.2,1980.26,1986.8,28844185
2021-02-18,1990.16,2020.46,1978.88,1980.77,34651110
2021-02-19,1985.99,1998.69,1971.8,1985.31,28897488
2021-02-22,1978.7,1978.7,1958.36,1961.62,23606217
2021-02-23,1969.01,1976.38,1896.36,1922.59,31468184
2021-02-24,1926.18,1954.22,1924.64,1937.9,27510835
2021-02-25,1955.61,1967.63,1936.13,1936.47,32921467
2021-02-26,1912.25,1928.9,1888.55,1907.28,54393669
2021-03-01,1925.94,1950.47,1917.58,1949.57,29771537
2021-03-02,1947.45,1969.69,1938.13,1959.52,28968252
2021-03-03,1963.17,1989.78,1936.22,1943.24,29320923
2021-03-04,1935.36,1951.02,1914.5,1944.86,28794383
2021-03-05,1940.32,1952.97,1927.59,1939.59,28372033
2021-03-08,1950.85,1968.14,1944.49,1965.25,26761610
2021-03-09,1966.81,2010.33,1962.85,1994.18,36782773
2021-03-10,1997.63,2017.62,1997.63,2003.55,31707267
2021-03-11,2012.36,2020.76,1983.64,1994.38,24282633
2021-03-12,1993.99,2012.91,1983.11,2006.11,19551862
2021-03-15,2012.38,2029.17,1997.76,2001.24,19977025
2021-03-16,2005.15,2012.84,1977.17,1981.41,23579214
2021-03-17,1976.47,1976.47,1912.98,1939.01,68185874
2021-03-18,1941.91,1966.9,1938.05,1960.75,30624111
2021-03-19,1950.51,1954.88,1925.51,1927.56,68167135
2021-03-22,1921.5,1949.37,1921.5,1929.12,36853145
2021-03-23,1933.56,1934.37,1905.9,1923.55,22752449
2021-03-24,1910.28,1910.73,1888.36,1899.95,29081150
2021-03-25,1901.84,1911.57,1868.06,1876.85,31149337
2021-03-26,1891.11,1925.48,1887.67,1918.71,21565125
2021-03-29,1922.29,1955.75,1922.29,1953.02,25516439
2021-03-30,1963.34,1969.48,1935.9,1942.32,20454418
2021-03-31,1949,1954.4,1927.77,1938.84,30610955
2021-04-01,1942.53,1959.19,1937.14,1954.38,28609547
2021-04-06,1965.18,2012.87,1965.18,2012.87,32044519
2021-04-07,2012.08,2012.08,1990.15,1998.73,24860675
2021-04-08,2004.55,2006.99,1971.26,1980.32,25515138
2021-04-09,1981.23,1987.55,1964.05,1975.11,40173617
2021-04-12,1975.05,1983.85,1961.61,1982.58,54894971
2021-04-13,1983.4,1991.19,1967.7,1974.73,27867868
2021-04-14,1986.19,2011.96,1986.19,2011.96,28771239
2021-04-15,2015.11,2024.65,2002.04,2019.29,24157915
2021-04-16,2019.5,2026.55,2001.71,2012.27,27393764
2021-04-19,2016.04,2039.72,1994.85,1998.99,28602378
2021-04-20,2001.93,2013.61,1983.45,1987.76,26617959
2021-04-21,1987.94,1988.36,1968.98,1982.4,24041767
2021-04-22,1986.54,2004.64,1986.54,1989.73,19124940
2021-04-23,1990.18,1990.8,1961.71,1986.63,25703721
2021-04-26,1994.54,2005.1,1978.87,2005.1,18115877
2021-04-27,2006.17,2013.57,1996.4,1998.92,19353337
2021-04-28,2000.4,2033.79,2000.18,2029.64,43348305
2021-04-29,2043.59,2081.94,2040.02,2050.69,47082277
2021-04-30,2061,2065.47,2037.2,2037.59,26433739
2021-05-04,2046.24,2046.24,1999.81,2004.04,24344348
2021-05-05,2015.97,2052.17,2014.52,2047.36,21524165
2021-05-06,2053.2,2076.8,2040.4,2046.67,26381173
2021-05-07,2061.36,2099.19,2061.36,2097.31,25894358
2021-05-10,2115.79,2142.57,2108.34,2115.7,25939816
2021-05-11,2108.43,2116.51,2078.1,2110.48,46957921
2021-05-12,2112.89,2123.47,2084.77,2091.39,26482981
2021-05-13,2083.41,2095.86,2049.81,2089.32,32197745
2021-05-14,2096.96,2103.3,2062.64,2092.8,23112476
2021-05-17,2102.62,2129.99,2102.62,2128.49,22925971
2021-05-18,2142.32,2154.13,2132.83,2136.54,28209944
2021-05-19,2123.9,2129.88,2107.33,2115.15,26382848
2021-05-20,2121.01,2134.93,2100.73,2131.18,32573106
2021-05-21,2130.95,2149.09,2126.3,2139.06,29825932
2021-05-24,2138.36,2139.33,2127.3,2134.18,19811702
2021-05-25,2144,2157.82,2131.94,2153.78,28525966
2021-05-26,2156.44,2172.5,2143.24,2164.89,33872897
2021-05-27,2167.52,2208.23,2165.53,2207.47,45274348
2021-05-28,2210.53,2237.01,2210.53,2236.31,27207857
2021-05-31,2237.25,2250.45,2227.27,2233.36,16710681
2021-06-01,2234.87,2268.18,2226.59,2233.37,23316200
2021-06-02,2234.69,2253.32,2233.99,2252.26,24449542
2021-06-04,2252.84,2261.39,2230.69,2254.59,25159845
2021-06-07,2254.62,2273.28,2245.49,2246.63,21167875
2021-06-08,2241.03,2247.11,2223.2,2237.61,25075401
2021-06-09,2239.73,2245.08,2215.18,2218.45,21212349
2021-06-10,2217.7,2242.7,2210.07,2236.89,22443207
2021-06-11,2238.75,2239.3,2224.15,2224.67,17318263
2021-06-14,2229.99,2253.2,2228.81,2253.2,12595787
2021-06-15,2262.55,2269.21,2230.1,2230.37,22220763
2021-06-16,2232.65,2244.07,2225.14,2225.27,24201593
2021-06-17,2215.45,2221.62,2204.74,2211.58,23153328
2021-06-18,2208.65,2224.42,2203.47,2220.68,50664709
2021-06-21,2210.86,2223.35,2189.24,2219.45,13477870
2021-06-22,2226.22,2234.65,2204.52,2220.53,17203459
2021-06-23,2222.93,2238.66,2217.36,2233.7,12351867
2021-06-24,2237.56,2276.77,2233.03,2273.11,21554467
2021-06-25,2271.93,2291.37,2269.55,2282.46,18348780
2021-06-28,2280.67,2293.02,2260.4,2285.81,14426441
2021-06-29,2281.71,2283.15,2251.62,2258.24,20798623
2021-06-30,2257.62,2264.36,2218.41,2218.41,30173446
2021-07-01,2223.84,2255.33,2223.84,2250.58,26314023
2021-07-02,2258.56,2269.4,2249.91,2252.18,15005220
2021-07-05,2255.07,2264.33,2254.01,2258.82,11132054
2021-07-06,2262.83,2268.55,2228.46,2228.46,15379686
2021-07-07,2234.52,2292.49,2234.52,2285.79,24212292
2021-07-08,2280.62,2280.62,2230.62,2234.6,23271241
2021-07-09,2241.61,2258.77,2233.98,2251.78,14565701
2021-07-12,2253.56,2262.35,2244.1,2255.48,17277109
2021-07-13,2259,2279.4,2258.36,2264.26,16105173
2021-07-14,2266.88,2280.19,2262.99,2268.57,17337649
2021-07-15,2268.01,2281.76,2255.35,2260.49,15890564
2021-07-16,2260.8,2272.02,2253.48,2258.1,13641051
2021-07-19,2254.48,2254.48,2196.01,2205.86,19846274
2021-07-20,2210.63,2223.97,2198.29,2221.28,17111977
2021-07-21,2215.48,2254.33,2215.48,2241.97,17379197
2021-07-22,2247.69,2252.95,2226.21,2229.86,10955990
2021-07-23,2234.32,2243.32,2232.83,2242.41,15031889
2021-07-26,2249.57,2250.75,2221.14,2240.65,12551639
2021-07-27,2241.05,2241.05,2214.24,2224.59,10721069
2021-07-28,2223.2,2249.22,2217.76,2245.76,13816872
2021-07-29,2257.08,2268.3,2257.08,2265.69,16331619
2021-07-30,2254.07,2258.76,2244.23,2253.45,22442567
2021-08-02,2261.61,2266.44,2248.02,2253.28,11744901
2021-08-03,2261.94,2272.82,2249.63,2257.73,15649057
2021-08-04,2262.05,2280.65,2261.6,2272.09,12490010
2021-08-05,2270.83,2275.58,2259.76,2270.67,15519749
2021-08-06,2272.53,2276,2255.61,2273.89,14713184
2021-08-09,2271.56,2279.9,2267.14,2274.48,10389346
2021-08-10,2275.63,2284.79,2268.38,2277.23,12813345
2021-08-11,2272.93,2283.69,2261.47,2283.69,16177824
2021-08-12,2281.08,2297.72,2277.19,2297.72,16571243
2021-08-13,2298.99,2302.1,2290.22,2302.03,11448729
2021-08-16,2289.95,2297.14,2280.31,2282.1,10658701
2021-08-17,2282.7,2300.04,2279.19,2300.04,15600846
2021-08-18,2300.19,2301.58,2275.03,2284.97,13451422
2021-08-19,2270.18,2270.95,2240.78,2260.02,19682281
2021-08-20,2263.51,2263.51,2247.35,2255.56,14205373
2021-08-23,2264.45,2290.92,2264.45,2287.52,21319939
2021-08-24,2293.79,2300.9,2282.35,2300.9,15731511
2021-08-25,2297.64,2325.19,2291.03,2325.19,13890857
2021-08-26,2321.75,2326.62,2307.66,2309.44,10053150
2021-08-27,2310.63,2323.77,2295.89,2323.77,11842111
2021-08-30,2324.67,2350.93,2324.67,2350.23,13726563
2021-08-31,2347.73,2379.63,2347.73,2368.03,30995839
2021-09-01,2367.66,2387.46,2367.66,2371.16,17987921
2021-09-02,2375.04,2391.94,2363.26,2391.94,18960025
2021-09-03,2392.26,2393.71,2370.71,2380.82,14360842
2021-09-06,2379.29,2416.38,2379.29,2416.38,13169381
2021-09-07,2409.03,2409.1,2388.22,2394.79,14663792
2021-09-08,2390.92,2390.92,2361.41,2364.63,20545556
2021-09-09,2356.6,2361.31,2341.53,2356.39,14503413
2021-09-10,2357.98,2377.01,2357.98,2360.7,16228628
2021-09-13,2365.69,2387.74,2362.83,2387.74,19139286
2021-09-14,2367.42,2381.69,2356.63,2376.01,24377771
2021-09-15,2365.73,2368.41,2348.33,2355.23,27747030
2021-09-16,2351.2,2367.65,2347.03,2357.28,24989579
2021-09-17,2356.48,2359.97,2326.12,2333.01,41813166
2021-09-20,2316.96,2316.96,2259.28,2272.52,29449472
2021-09-21,2271.99,2302.02,2271.94,2278.11,19638093
2021-09-22,2295.39,2335.18,2295.39,2334.1,16127336
2021-09-23,2345.99,2353.45,2315.2,2320.51,20174682
2021-09-24,2323.41,2326.78,2295.88,2299.18,19267646
2021-09-27,2308.17,2314.8,2285.15,2292.47,19100996
2021-09-28,2289.15,2298.68,2270.88,2275.68,18883243
2021-09-29,2277.48,2299.84,2271.6,2290.97,14394570
2021-09-30,2299.33,2314.35,2294.48,2310.29,31180804
2021-10-01,2299.01,2332.78,2284.34,2327.88,20388107
2021-10-04,2325.08,2360.69,2306.16,2338.09,25600481
2021-10-05,2338.92,2365.14,2320.67,2364.72,19716260
2021-10-06,2365.2,2365.2,2329.59,2349.46,27548041
2021-10-07,2353.18,2365.41,2334.37,2359.54,23404742
2021-10-08,2360.56,2415.15,2360.56,2411.12,30327382
2021-10-11,2413.12,2457.36,2409.01,2457.36,24018999
2021-10-12,2449.09,2478.55,2429.66,2472.33,41697156
2021-10-13,2471.12,2473.93,2439.48,2451.89,36421921
2021-10-14,2455.6,2473.32,2447.11,2459.5,35861076
2021-10-15,2459.71,2461.17,2438.38,2453.98,29698253
2021-10-18,2458.45,2474.44,2452.44,2459.81,17268301
2021-10-19,2461.73,2472.34,2438.14,2447.54,21855682
2021-10-20,2447.07,2453.57,2432.33,2443.11,22261931
2021-10-21,2433.75,2433.75,2418.23,2427.35,18086091
2021-10-22,2425.02,2436.87,2412.57,2417.09,16121524
2021-10-25,2415.52,2430.62,2415.52,2427.19,16544470
2021-10-26,2429.41,2442.53,2417.03,2425.29,19904199
2021-10-27,2423.22,2423.22,2389.35,2404.82,22421853
2021-10-28,2405.47,2411.6,2391.93,2392.67,23662933
2021-10-29,2390.05,2421.65,2377.84,2405.05,28465126
2021-11-02,2411.73,2421.09,2388.14,2407.53,30287273
2021-11-03,2411.54,2428.52,2370.99,2380.11,23049938
2021-11-04,2386.85,2441.93,2386.85,2438.8,28526219
2021-11-05,2439.09,2443.77,2419.57,2439.16,23566941
2021-11-08,2444.16,2449.64,2417.29,2423.92,19323862
2021-11-09,2420.42,2423.89,2393.2,2395.05,24497918
2021-11-10,2393.48,2407.83,2355.75,2366.59,25126969
2021-11-12,2372.28,2390.77,2358.23,2358.23,28816948
2021-11-15,2358.49,2384.74,2335.04,2335.04,27794225
2021-11-16,2336.33,2350.13,2333.66,2340.03,22247198
2021-11-17,2346.41,2354.67,2312.13,2317.49,22134015
2021-11-18,2316.9,2316.9,2258.9,2271.31,28223399
2021-11-19,2271.91,2286.37,2221.68,2248.18,34661095
2021-11-22,2251.08,2262.74,2237.64,2247.82,25598302
2021-11-23,2245.04,2268.99,2223.71,2261.15,24009689
2021-11-24,2268.15,2275.74,2230.01,2239.75,20339805
2021-11-25,2244.79,2247.36,2218.45,2229.44,18898128
2021-11-26,2193.9,2193.9,2138.75,2143.13,39403548
2021-11-29,2148.59,2168.81,2120.23,2148.62,31737586
2021-11-30,2133.69,2199.73,2118.81,2194.37,72231286
2021-12-01,2205.85,2229.12,2193.19,2217.18,31391910
2021-12-02,2208.07,2208.07,2179.15,2201.86,28358291
2021-12-03,2209.95,2223.51,2176.74,2179.71,29597003
2021-12-06,2184.6,2199.87,2175.93,2190.67,20254665
2021-12-07,2201.86,2237.32,2201.86,2231.12,32334634
2021-12-08,2234.64,2244.71,2214.4,2219.62,24245574
2021-12-09,2214.59,2237.73,2184.35,2212.81,27976068
2021-12-10,2212.19,2226.15,2203.22,2213.78,13692707
2021-12-13,2216.22,2244.59,2205.11,2214.38,23526300
2021-12-14,2217.45,2226.58,2197.46,2211.81,25761398
2021-12-15,2211.49,2211.49,2153.69,2161.04,25835534
2021-12-16,2177.87,2216.95,2177.87,2213.89,30877496
2021-12-17,2206.89,2208.54,2183.83,2194.56,62804298
2021-12-20,2168.37,2193.18,2144.3,2189.91,23432593
2021-12-21,2193.98,2206.73,2185.27,2185.47,18662942
2021-12-22,2190.04,2212.32,2186.67,2212.32,14594354
2021-12-23,2215.19,2228.64,2213.67,2225.8,18946170
2021-12-27,2226.82,2232.08,2210.9,2226.24,15662353
2021-12-28,2222.54,2252.43,2219.1,2252.43,23308065
2021-12-29,2245.28,2263.76,2242.8,2260.7,17264000
2021-12-30,2263.39,2266.92,2247.73,2266.92,16099938
2022-01-03,2272.18,2302.11,2272.18,2286.5,19199478
2022-01-04,2293.18,2301.76,2281.04,2300.68,22490984
2022-01-05,2296.7,2310.97,2283.63,2310.97,23373146
2022-01-07,2309.61,2314.16,2278.63,2311.93,29717898
2022-01-10,2311.34,2328.41,2289.59,2291.23,22612381
2022-01-11,2300.38,2345.44,2296.03,2344.45,30819446
2022-01-12,2350.99,2411.11,2350.99,2411.11,46032724
2022-01-13,2406.83,2429.03,2397.64,2407.62,36970690
2022-01-14,2402.92,2413.59,2370.11,2383.16,25178257
2022-01-17,2378.9,2387.33,2359.3,2365.29,21176576
2022-01-18,2361.68,2361.68,2317.23,2317.36,18960400
2022-01-19,2304.66,2337.74,2291.46,2316.94,49751038
2022-01-20,2321.6,2331.17,2299.73,2308.94,26137023
2022-01-21,2298.12,2298.12,2257.71,2273.81,26128033
2022-01-24,2270.73,2282.96,2153.81,2170.36,36076252
2022-01-25,2170.85,2214.87,2170.45,2199.6,30000323
2022-01-26,2204.53,2245.72,2204.53,2233.18,22167053
2022-01-27,2218.18,2241.77,2197.75,2234.33,23453415
2022-01-28,2232.26,2232.26,2167.61,2183.7,31306719
2022-01-31,2198.34,2218.58,2191.24,2209.62,30045742
2022-02-01,2219.99,2238.58,2210.41,2224.28,17504732
2022-02-02,2229.44,2262.18,2221.3,2252.92,29148730
2022-02-03,2249.4,2250.75,2225.26,2235.15,34103265
2022-02-04,2239.14,2242.69,2174.57,2174.57,25596861
2022-02-07,2181.87,2201.4,2149.25,2171.62,22236994
2022-02-08,2176,2215.12,2171.41,2215.12,24286851
2022-02-09,2220.47,2236.48,2216.91,2235.93,25305849
2022-02-10,2235.91,2244.73,2201.11,2213.21,17315981
2022-02-11,2203.02,2203.52,2172.72,2203.13,17730754
2022-02-14,2154.92,2172.61,2119.71,2161.79,27764279
2022-02-15,2170.43,2222.01,2170.43,2209.7,22095447
2022-02-16,2224.29,2246.54,2201.69,2212.73,22236495
2022-02-17,2215.9,2218.3,2168.46,2175.61,22293179
2022-02-18,2172.08,2188.88,2143.28,2143.28,17809904
2022-02-21,2149.19,2162.8,2059.49,2069.53,21359833
2022-02-22,2038.58,2106.97,2010.54,2101.31,37638697
2022-02-23,2110.35,2129.52,2038.99,2038.99,28617300
2022-02-24,1929.14,1929.14,1781.02,1817.45,78798629
2022-02-25,1850.34,1993.78,1850.34,1970.78,51008657
2022-02-28,1937.89,2010.06,1890.33,1999.88,77832182
2022-03-01,2006.15,2050.89,1964.71,1967.01,56777151
2022-03-02,1966.4,2043.96,1954.93,2043.96,75617073
2022-03-03,2053.82,2068.52,2005.47,2009.56,71579870
2022-03-04,2000.16,2000.16,1894.88,1918.75,53300653
2022-03-07,1898.74,1956.36,1860.1,1934.94,86731087
2022-03-08,1922.98,1971.77,1899.22,1908.1,45469938
2022-03-09,1937.96,1981.13,1933.67,1973.25,43610933
2022-03-10,1983.05,1992.24,1950.24,1970.27,36313002
2022-03-11,1983.15,2045.15,1983.15,2033.49,37212037
2022-03-14,2038.11,2038.11,1972.14,1972.14,30396993
2022-03-15,1968.78,2018.37,1950.63,1999.93,30434572
2022-03-16,2018.99,2067.13,2018.99,2060.07,44616127
2022-03-17,2070.66,2125.29,2070.66,2125.29,40720750
2022-03-18,2122.59,2137.12,2088.08,2099.26,77177033
